state,year,policy,fatalities,employment,rate,union,trtraut,pctttu,mlc,pctmlc,manuf,pctmanufacturing,ST,RTW,lr
WV,2014,-0.2037558,38,759.3,5.00461,10.6,135.4,17.83221,63.8,8.402476,47.8,6.295272,WV,0,1.610359
WV,2015,,35,756.5,4.62657,12.6,135.5,17.91143,57.1,7.547918,47.6,6.292135,WV,0,1.531816
WV,2016,,47,744.5,6.312962,11.78281,133.2,17.8912,48.4,6.501008,46.5,6.245802,WV,1,1.842605
WY,1990,-0.5757663,,198.8,,13.9,41.7,20.97585,28.7,14.43662,9.1,4.577465,WY,1,
WY,1991,-0.6593563,,203.3,,12.7,42,20.65912,30,14.75652,9,4.426955,WY,1,
WY,1992,-0.7117699,26,206.4,12.5969,12.4,42.6,20.63953,28,13.56589,9.5,4.602713,WY,1,2.533451
WY,1993,-0.7688371,36,211.5,17.02128,11.2,43.3,20.47281,29.5,13.94799,9.8,4.63357,WY,1,2.834464
WY,1994,-0.8379897,35,220.1,15.90186,11.7,44.3,20.12721,31.1,14.12994,10.1,4.588823,WY,1,2.766436
WY,1995,-0.8644246,32,218,14.6789,11.5,44.1,20.22936,30,13.76147,10.1,4.633028,WY,1,2.686411
WY,1996,-0.8957984,28,221.6,12.63538,10,45,20.30686,30.5,13.76354,10.1,4.557762,WY,1,2.536501
WY,1997,-0.8873844,29,225.8,12.84322,9.5,45.4,20.10629,32.7,14.48184,10.2,4.517272,WY,1,2.552816
WY,1998,-0.9782007,33,227.9,14.48003,9.8,45.8,20.09653,32.5,14.26064,10.3,4.519526,WY,1,2.672771
WY,1999,-0.9651245,32,233.5,13.7045,9.4,46.8,20.04283,33.2,14.21842,10.2,4.368309,WY,1,2.617724
WY,2000,-1.008878,36,240.5,14.96881,8.5,48.4,20.12474,34.8,14.46985,10.4,4.324324,WY,1,2.705969
WY,2001,-1.053978,40,247.2,16.18123,9.3,48.5,19.61974,38.4,15.53398,9.9,4.004854,WY,1,2.783852
WY,2002,-1.067001,33,247.9,13.31182,7.9,48.4,19.524,37.7,15.20774,9.5,3.832191,WY,1,2.588652
WY,2003,-0.9756693,37,251.4,14.71758,8,48.7,19.37152,38.5,15.31424,9.4,3.739061,WY,1,2.689043
WY,2004,-1.043198,43,256.2,16.78376,8.2,49.3,19.24278,39.2,15.30055,9.5,3.70804,WY,1,2.820412
WY,2005,-1.038839,46,266,17.29323,8.1,51.1,19.21053,43.8,16.46617,9.7,3.646616,WY,1,2.850315
WY,2006,-1.035797,36,279.1,12.8986,8.4,52.7,18.88212,51.2,18.34468,10.2,3.654604,WY,1,2.557119
WY,2007,-1.019376,48,289.5,16.58031,8.1,55.4,19.13644,53.9,18.61831,10,3.454232,WY,1,2.808216
WY,2008,-1.0538,33,298.2,11.0664,8,55.9,18.74581,58.2,19.5171,9.9,3.31992,WY,1,2.403913
WY,2009,-1.021431,19,282.1,6.7352,7.9,53.1,18.82311,47.6,16.87345,8.9,3.15491,WY,1,1.907348
WY,2010,-1.180073,33,282.5,11.68142,7.4,51.8,18.33628,48.1,17.02655,8.8,3.115044,WY,1,2.457999
WY,2011,-1.133597,32,288.6,11.08801,7.3,52.9,18.32987,48.7,16.87457,9.2,3.187803,WY,1,2.405864
WY,2012,-1.128165,35,289.2,12.10235,6.9,53.3,18.43015,48.8,16.87414,9.2,3.18119,WY,1,2.4934
WY,2013,-1.03599,26,290.5,8.950086,5.7,54.3,18.69191,48.5,16.69535,9.5,3.270224,WY,1,2.191663
WY,2014,-1.109641,37,294.7,12.55514,6.8,55.2,18.73091,51.3,17.40753,9.8,3.325416,WY,1,2.53013
WY,2015,,34,292,11.64384,7.3,55.9,19.14384,46.4,15.89041,9.7,3.321918,WY,1,2.454777
WY,2016,,34,279.5,12.16458,6.304867,53.3,19.06977,38.8,13.88193,9.2,3.291592,WY,1,2.498528
