year,state,yearstate,fips,yearx,tl_onset,house_delay,sen_delay,comb_delay,repeal,standardpoors,sp25,moodys,m25,fitch,f19,grants,igr,gopshare,totalrevenue,total_general_revenue,totalexp,deficit,general_revenue_from_taxes,fullfaithandcredit,nonguaranteeddebt,totallongtermdebt,squire_score,debtlimit,bsf_deposit,bsf_withdrawal,bsf_size,tel,income,unemployment,schoolagepopulation,over65population,gsp,popgrowth,population,populationdensity,exp_highways,exp_welfare,exp_education,handh,govdem,dividedgov,demcontrol,termlimits_governor,termlimits_house,termlimits_senate,termlimits_e,seats_house,seats_senate,initiatives,cpi,v57,grants_total,emptot,empwagesalary,emppriv,totempgovt,fedempciv,fedempmil,govtempsandl,totalexpipolated,highwaysipolated,welfareipolated,educationipolated,handhipolated,exp_real,exp_highways_real,exp_welfare_real,exp_education_real,handh_real,income_real,grants_real,igr_real,gsp_real,totallongtermdebt_i,nonguaranteeddebt_i,total_debt_real,nong_debt_real,exp_real_pc,exp_highways_real_pc,exp_welfare_real_pc,exp_education_real_pc,exp_handh_real_pc,income_real_pc,grants_real_pc,gsp_real_inc,fedempciv_pc,fedempmil_pc,govtempsandl_pc,exp_inc,total_debt_real_pc,nong_debt_real_pc,_Iyear_1980,_Iyear_1981,_Iyear_1982,_Iyear_1983,_Iyear_1984,_Iyear_1985,_Iyear_1986,_Iyear_1987,_Iyear_1988,_Iyear_1989,_Iyear_1990,_Iyear_1991,_Iyear_1992,_Iyear_1993,_Iyear_1994,_Iyear_1995,_Iyear_1996,_Iyear_1997,_Iyear_1998,_Iyear_1999,_Iyear_2000,_Iyear_2001,_Iyear_2002,_Iyear_2003,_Iyear_2004,_Iyear_2005,_Iyear_2006,_Iyear_2007,_Ifips_4,_Ifips_5,_Ifips_6,_Ifips_8,_Ifips_9,_Ifips_10,_Ifips_12,_Ifips_13,_Ifips_16,_Ifips_17,_Ifips_18,_Ifips_19,_Ifips_20,_Ifips_21,_Ifips_22,_Ifips_23,_Ifips_24,_Ifips_25,_Ifips_26,_Ifips_27,_Ifips_28,_Ifips_29,_Ifips_30,_Ifips_32,_Ifips_33,_Ifips_34,_Ifips_35,_Ifips_36,_Ifips_37,_Ifips_38,_Ifips_39,_Ifips_40,_Ifips_41,_Ifips_42,_Ifips_44,_Ifips_45,_Ifips_46,_Ifips_47,_Ifips_48,_Ifips_49,_Ifips_50,_Ifips_51,_Ifips_53,_Ifips_54,_Ifips_55,_Ifips_56
1981,West Virginia,West Virginia1981,54,3,0,0,0,0,0,.,,.,,.,,940997000.0,760482000.0,0.4477953,2931.08,3168.8,2342.0,589.08,1632.1,1195.2,2478.9,3674.1,0.15,1,2,2,1,0,8827,10.7,0.2077657,0.1238407,20503,0.0022979,1954124,81.16,508.0,265.0,879.0,138.0,1.0,0,1,2,0,0,0,100,34,0,2.08,904.0,941.0,763994,655521,607343,130810,15789,7029,107992,2342.0,508.0,265.0,879.0,138.0,4871.36,1056.64,551.19995,1828.32,287.03998,18360.16,1957273700.0,1581802500.0,42646.24,3674.1,2478.89990234375,7642.128,5156.112,249.28612,54.07231,28.20701,93.562126,14.688933,939.55963,100161180.0,2182.371,807.9835,359.7008,5526.364,0.2653223,391.0769,263.85797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1982,West Virginia,West Virginia1982,54,4,0,0,0,0,0,.,,.,,.,,771613000.0,675404000.0,0.4477953,3100.47,3403.1,3218.0,-117.53,1862,1095.6,2652.1,3747.7,0.15,1,2,2,1,0,9399,14.3,0.2046569,0.1261795,21285,-0.0023131,1949604,80.97,465.0,274.0,1189.0,299.0,1.0,0,1,2,0,0,0,100,34,0,1.96,1063.0,772.0,742780,633990,589239,127807,15168,7602,105037,3218.0,465.0,274.0,1189.0,299.0,6307.2803,911.4,537.04004,2330.44,586.04004,18422.041,1512361500.0,1323791900.0,41718.6,3747.7,2652.10009765625,7345.492,5198.116,323.51596,46.747955,27.546108,119.53401,30.05944,944.9119,77572750.0,2139.85,778.00415,389.92532,5387.607,0.34237683,376.76843,266.6242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1983,West Virginia,West Virginia1983,54,5,0,0,0,0,0,.,,.,,.,,840398000.0,612199000.0,0.4477953,3201.66,3428.5,3390.0,-188.34,1909.3,1083.2,2756.7,3839.9,0.15,1,2,2,1,0,9614,17.4,0.2025643,0.1280165,20963,-0.0023302,1945061,80.78,397.0,300.0,1279.0,304.0,1.0,0,1,2,0,0,0,100,34,0,1.9,1028.0,840.0,723715,609284,564456,131184,15088,9243,106853,3390.0,397.0,300.0,1279.0,304.0,6441.0,754.3,570.0,2430.0999,577.6,18266.6,1596756200.0,1163178100.0,39829.7,3839.9,2756.699951171875,7295.81,5237.73,331.14642,38.780273,29.304993,124.93695,29.695726,939.1273,82092860.0,2047.7352,775.7083,475.2036,5493.555,0.3526108,375.09415,269.28357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1984,West Virginia,West Virginia1984,54,6,0,0,0,0,0,.,,.,,.,,819204000.0,680774000.0,0.51449674,3546.83,3766.4,3543.0,3.83,2173,1053.1,3023.5,4076.6,0.15,1,2,2,1,0,10408,14.7,0.2017952,0.1307259,22848,-0.0089272,1927697,80.06,391.0,327.0,1362.0,316.0,1.0,0,1,2,0,0,0,100,34,0,1.82,1056.0,819.0,735107,620009,576060,132475,15119,9727,107629,3543.0,391.0,327.0,1362.0,316.0,6448.2603,711.62,595.14,2478.84,575.12,18942.56,1490951300.0,1239008800.0,41583.36,4076.6,3023.5,7419.412,5502.77,334.5059,36.915554,30.87311,128.59076,29.834564,982.6524,77343656.0,2157.1523,784.3038,504.59174,5583.2944,0.34041122,384.88477,285.45825,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1985,West Virginia,West Virginia1985,54,7,0,0,0,0,0,.,,.,,.,,904024000.0,744020000.0,0.51449674,3665.28,3998.5,3840.0,-174.72,2320.9,1022.0,3347.0,4369.0,0.15,1,2,2,1,0,10896,13.4,0.2008568,0.1337297,23609,-0.0108243,1906831,79.19,460.0,356.0,1554.0,279.0,0.0,1,0,2,0,0,0,100,34,0,1.76,952.0,904.0,735374,618653,577854,133183,15257,10188,107738,3840.0,460.0,356.0,1554.0,279.0,6758.4,809.6,626.56,2735.04,491.04,19176.959,1591082200.0,1309475200.0,41551.84,4369.0,3347.0,7689.44,5890.7197,354.431,42.45788,32.858707,143.43379,25.751627,1005.6979,83441176.0,2179.1045,800.12335,534.2896,5650.1074,0.35242292,403.25754,308.92722,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1986,West Virginia,West Virginia1986,54,8,0,0,0,0,0,.,,.,,.,,1062941000.0,885693000.0,0.51449674,3821.66,4316.7,4141.0,-319.34,2329.8,892.0,4100.0,4992.0,0.124,1,2,2,1,0,11392,12.0,0.1997503,0.1365315,24013,-0.0128386,1882350,78.18,506.0,488.0,1597.0,291.0,0.0,1,0,2,0,0,0,100,34,0,1.72,1009.0,1063.0,734647,616505,576048,133822,15238,9819,108765,4141.0,506.0,488.0,1597.0,291.0,7122.52,870.32,839.36,2746.84,500.52002,19594.24,1828258600.0,1523392000.0,41302.36,4992.0,4100.0,8586.24,7052.0,378.38446,46.23582,44.59107,145.9261,26.590168,1040.9457,97126380.0,2194.1912,809.52,521.6352,5778.1494,0.36350068,456.1447,374.6381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1987,West Virginia,West Virginia1987,54,9,0,0,0,0,0,.,,.,,.,,1028299000.0,914581000.0,0.51449674,3995.09,4409.4,4313.0,-317.91,2364.2,814.0,4357.0,5171.0,0.124,1,2,2,1,0,11849,10.8,0.1975683,0.1399667,24713,-0.0131564,1857585,77.15,507.0,511.0,1611.0,274.0,0.0,1,0,2,0,0,0,100,34,0,1.66,1284.0,1028.0,742087,619070,583157,134828,15614,9987,109227,4313.0,507.0,511.0,1611.0,274.0,7159.58,841.62,848.26,2674.26,454.84,19669.34,1706976300.0,1518204400.0,41023.58,5171.0,4357.0,8583.859,7232.6196,385.4241,45.307213,45.66467,143.96434,24.485556,1058.8662,91892230.0,2208.436,840.5537,537.63354,5880.0537,0.36399698,462.0978,389.35605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1988,West Virginia,West Virginia1988,54,10,0,0,0,0,0,.,,.,,.,,1056215000.0,965774000.0,0.514461,3700.87,4313.9,4281.0,-580.13,2273.2,771.0,4653.0,5424.0,0.124,1,2,2,1,0,12524,9.7,0.195059,0.143699,26163,-0.0147342,1830215,76.01,519.0,490.0,1627.0,288.0,0.0,1,0,2,0,0,0,100,34,0,1.6,1668.0,1056.0,754729,629094,594592,136150,15871,10021,110258,4281.0,519.0,490.0,1627.0,288.0,6849.6,830.4,784.0,2603.2,460.80002,20038.4,1689944000.0,1545238400.0,41860.8,5424.0,4653.0,8678.4,7444.8003,374.25113,45.37172,42.8365,142.23465,25.17737,1094.866,92335820.0,2287.2068,867.1659,547.5313,6024.3193,0.3418237,474.17383,406.7719,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1989,West Virginia,West Virginia1989,54,11,0,0,0,0,0,.,,.,,.,,951759000.0,826917000.0,0.514461,3984.8,4473.2,3819.0,165.8,2459.9,712.0,4865.0,5577.0,0.124,1,2,2,1,0,13454,8.7,0.1909698,0.1472405,27280,-0.0129203,1806568,75.03,392.736,531.443,1332.39,166.097,1.0,0,1,2,0,0,0,100,34,0,1.52,1884.0,952.0,761876,635802,603730,133619,16358,9997,107264,4246.5,485.0,561.0,1540.5,240.0,5804.88,596.9587,807.79333,2025.2328,252.46744,20450.08,1446673700.0,1256913800.0,41465.598,5577.0,4865.0,8477.04,7394.8,321.32086,33.043797,44.71425,112.10388,13.974976,1131.9851,80078560.0,2295.269,905.4738,553.3697,5937.446,0.2838561,469.2345,409.3286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1990,West Virginia,West Virginia1990,54,12,0,0,0,0,0,.,,.,,.,,1008506000.0,941961000.0,0.514461,4457.67,5016.9,4212.0,245.67,2801.5,744.0,5541.0,6285.0,0.124,1,2,2,1,0,14493,8.6,0.1843677,0.1498565,28336,-0.0077606,1792548,74.45,451.0,632.0,1454.0,192.0,1.0,0,1,2,0,0,0,100,34,0,1.45,2166.0,1009.0,782852,651204,621584,137197,16849,10193,110155,4212.0,451.0,632.0,1454.0,192.0,6107.4004,653.95,916.4,2108.3,278.40002,21014.852,1462333700.0,1365843500.0,41087.203,6285.0,5541.0,9113.25,8034.45,340.71057,36.48159,51.12276,117.61471,15.530966,1172.3452,81578500.0,2292.1118,939.94696,568.6319,6145.163,0.29062307,508.39642,448.21396,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1991,West Virginia,West Virginia1991,54,13,0,0,0,0,0,.,,.,,.,,1284356000.0,1075074000.0,0.514461,5057.56,5479.5,4741.0,316.56,2935.7,736.0,5768.0,6504.0,0.124,1,2,2,1,0,15095,10.5,0.1820963,0.1507042,29352,0.0034515,1798735,74.7,501.0,708.0,1721.0,188.0,1.0,0,1,2,0,0,0,100,34,0,1.39,2074.0,1284.0,783732,651460,622768,137954,16625,10394,110935,4741.0,501.0,708.0,1721.0,188.0,6589.9897,696.39,984.12,2392.19,261.32,20982.049,1785254800.0,1494352900.0,40799.28,6504.0,5768.0,9040.56,8017.52,366.368,38.71554,54.711784,132.9929,14.527988,1166.4891,99250580.0,2268.2207,924.2607,577.8505,6167.3896,0.31407753,502.60654,445.73102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1992,West Virginia,West Virginia1992,54,14,0,0,0,0,0,.,,.,,.,,1668572000.0,1475928000.0,0.4492671,5596.08,6052.5,5261.795,334.285,3007.7,664.0,5632.0,6296.0,0.124,1,2,2,1,0,16112,11.3,0.1802258,0.1513,30977,0.0042897,1806451,75.02,510.002,1094.068,1753.193,197.092,1.0,0,1,2,0,0,0,100,34,0,1.35,2089.0,1668.0,794265,663370,628915,142033,17275,11106,113652,5261.795,510.002,1094.068,1753.193,197.092,7103.4233,688.50275,1476.9918,2366.8105,266.0742,21751.201,2252572200.0,1992502800.0,41818.95,6296.0,5632.0,8499.601,7603.2,393.22534,38.11356,81.76208,131.01991,14.729112,1204.0847,124696000.0,2314.9783,956.295,614.79663,6291.452,0.32657614,470.51376,420.89157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1993,West Virginia,West Virginia1993,54,15,0,0,0,0,0,.,,.,,.,,1883792000.0,1774440000.0,0.4492671,6047.45,6454.5,5943.099,104.351,3185.4,616.363,5751.605,6367.968,0.124,1,2,2,1,0,16548,10.4,0.1780418,0.1519263,32404,0.006138,1817539,75.49,584.337,1394.431,1870.421,195.912,1.0,0,1,2,0,0,0,100,34,0,1.31,2100.0,1884.0,806219,675020,640693,141754,17417,10783,113554,5943.099,584.337,1394.431,1870.421,195.912,7785.4595,765.4814,1826.7046,2450.2515,256.6447,21677.879,2467767300.0,2324516400.0,42449.24,6367.968,5751.60498046875,8342.038,7534.602,428.3517,42.116367,100.50429,134.8115,14.120452,1192.7051,135775200.0,2335.534,958.2738,593.2748,6247.6787,0.35914302,458.97437,414.54968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1994,West Virginia,West Virginia1994,54,16,0,0,0,0,0,.,,.,,.,,2165790000.0,1916440000.0,0.4492671,6349.45,6973.7,6189.98,159.47,3351.4,539.003,5772.193,6311.196,0.124,1,2,2,1,0,17194,8.7,0.1758818,0.1518248,34855,0.0015857,1820421,75.61,702.583,1543.919,1929.342,203.93,1.0,0,1,2,0,0,0,100,34,0,1.27,631.0,2166.0,827394,693321,659373,145011,17900,10151,116960,6189.98,702.583,1543.919,1929.342,203.93,7861.2744,892.2804,1960.777,2450.2644,258.9911,21836.379,2750553300.0,2433878800.0,44265.848,6311.196,5772.19287109375,8015.2188,7330.685,431.83826,49.015057,107.71008,134.59877,14.226989,1199.5236,151094350.0,2431.627,983.289,557.6183,6424.887,0.36000815,440.2948,402.69174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1995,West Virginia,West Virginia1995,54,17,0,0,0,0,0,.,,.,,.,,2073600000.0,1986763000.0,0.4492671,6661.75,7357.4,6261.769,399.981,3573.6,507.699,5985.059,6492.758,0.124,1,2,2,1,0,17727,7.9,0.175065,0.1522586,36362,0.0018012,1823700,75.74,662.595,1576.052,1993.619,214.98,1.0,0,1,2,0,0,0,100,34,0,1.24,708.0,2074.0,844350,704416,675875,145205,18992,10072,116141,6261.769,662.595,1576.052,1993.619,214.98,7764.5938,821.6178,1954.3044,2472.0876,266.5752,21981.48,2571264000.0,2463586000.0,45088.88,6492.758,5985.05908203125,8051.02,7421.473,425.76047,45.052246,107.16151,135.55342,14.617272,1205.3232,140991620.0,2472.3848,1041.3993,552.2838,6368.427,0.35323343,441.46625,406.94595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996,West Virginia,West Virginia1996,54,18,0,0,0,0,0,AA-,22.0,A1,21.0,A+,15.0,2088746000.0,2078739000.0,0.41938227,6859.79,7590.5,6576.406,283.384,3642.8,452.502,6028.858,6481.36,0.116,1,2,2,1,0,18445,7.4,0.1727094,0.1520144,37346,-0.0004891,1822808,75.7,705.344,1588.057,2078.675,202.95,1.0,0,1,2,0,0,0,100,34,0,1.2,772.0,2089.0,852537,711575,681868,147965,19674,9808,118483,6576.406,705.344,1588.057,2078.675,202.95,7891.687,846.41284,1905.6685,2494.4102,243.54001,22134.0,2506495200.0,2494486800.0,44815.203,6481.36,6028.85791015625,7777.6323,7234.63,432.94122,46.43456,104.54576,136.84438,13.360705,1214.2804,137507360.0,2458.5806,1079.3237,538.0709,6500.0264,0.3565414,426.6841,396.89478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997,West Virginia,West Virginia1997,54,19,0,0,0,0,0,AA,23.0,Aa1,24.0,AA,17.0,2100291000.0,2032610000.0,0.41938227,7486.97,7989.02,7145.479,341.491,3852.1,454.438,6241.124,6695.562,0.116,1,2,2,1,0,19243,6.8,0.1712373,0.1516497,38795,-0.0020271,1819113,75.55,782.897,1603.186,2386.272,217.288,0.0,1,0,2,0,0,0,100,34,0,1.18,950.0,2100.0,863857,718489,692571,148151,20884,9846,117421,7145.479,782.897,1603.186,2386.272,217.288,8431.665,923.81836,1891.7594,2815.8008,256.3998,22706.738,2478343200.0,2398479600.0,45778.098,6695.562,6241.1240234375,7900.7627,7364.526,463.50418,50.784,103.99351,154.78976,14.094771,1248.2313,136239100.0,2516.5066,1148.032,541.2528,6454.849,0.37132874,434.31952,404.84158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1998,West Virginia,West Virginia1998,54,20,0,0,0,0,0,AA-,22.0,A1,21.0,AA-,16.0,2217625000.0,2068954000.0,0.41938227,7808.42,8114.404,7148.81,659.61,3953,467.517,6437.013,6904.53,0.116,1,2,2,1,0,20226,6.5,0.1691846,0.1512099,39500,-0.0019262,1815609,75.41,806.824,1647.612,2301.476,209.848,0.0,1,0,2,0,0,0,100,34,0,1.16,2185.0,2185.0,878065,728329,705497,149454,21550,9667,118237,7148.81,806.824,1647.612,2301.476,209.848,8292.619,935.9158,1911.23,2669.7122,243.42368,23462.16,2572445000.0,2399986700.0,45820.0,6904.53,6437.01318359375,8009.2544,7466.935,456.74036,51.54831,105.26661,147.04224,13.407274,1292.2474,141684960.0,2523.6711,1186.9296,532.4384,6512.25,0.3534465,441.1332,411.2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1999,West Virginia,West Virginia1999,54,21,0,0,0,0,0,AA-,22.0,Aa3,22.0,AA-,16.0,2320750000.0,2082234000.0,0.41938227,8034.28,8541.486,7335.784,698.496,4278.8,634.335,6457.527,7091.862,0.116,1,2,2,1,0,20729,6.3,0.1670842,0.1506216,41105,-0.0020985,1811799,75.25,785.536,1665.582,2406.356,222.907,0.0,1,0,2,0,0,0,100,34,0,1.13,2315.0,2315.0,878508,731641,706052,149909,21281,9905,118723,7335.784,785.536,1665.582,2406.356,222.907,8289.437,887.6557,1882.1077,2719.1821,251.8849,23423.77,2622447600.0,2352924400.0,46448.65,7091.862,6457.52685546875,8013.804,7297.0054,457.52518,48.993057,103.8806,150.0819,13.902475,1292.846,144742750.0,2563.6755,1174.5784,546.6942,6552.769,0.35388994,442.31198,402.74918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,West Virginia,West Virginia2000,54,22,0,0,0,0,0,AA-,22.0,Aa3,22.0,AA-,16.0,2541963000.0,2365257000.0,0.47445387,8591.39,9054.638,7551.834,1039.556,4362.3,710.606,6356.336,7066.942,0.116,1,2,2,1,0,21904,5.5,0.1659288,0.1532358,41476,-0.0023573,1807528,75.07,837.624,1761.509,2295.556,241.077,0.0,1,0,2,0,0,0,100,34,0,1.1,2542.0,2542.0,886620,736143,712414,151638,22299,10154,119185,7551.834,837.624,1761.509,2295.556,241.077,8307.018,921.3865,1937.66,2525.1116,265.1847,24094.4,2796159500.0,2601782800.0,45623.6,7066.942,6356.3359375,7773.636,6991.9697,459.57892,50.97495,107.19945,139.69972,14.671125,1333.0029,154695220.0,2524.0881,1233.6738,561.7617,6593.812,0.34476963,430.07004,386.82498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2001,West Virginia,West Virginia2001,54,23,0,0,0,0,0,AA-,22.0,Aa3,22.0,AA-,16.0,2910072000.0,2162682000.0,0.47445387,8296.56,,7300.483,996.077,,,,,0.116,1,2,2,1,0,23294,5.2,0.1634985,0.153342,43365,-0.0033842,1801411,74.82,1187.038,1564.56,1930.625,219.789,1.0,0,1,2,0,0,0,100,34,0,1.07,2910.0,2910.0,883128,733604,711622,148645,21235,10140,117270,7300.483,1187.038,1564.56,1930.625,219.789,7811.517,1270.1307,1674.0793,2065.7688,235.17424,24924.582,3113777200.0,2314069800.0,46400.55,7572.321500000078,6755.845458984375,8102.3843,7228.755,433.63324,70.507545,92.93156,114.67504,13.055002,1383.6144,172852130.0,2575.7893,1178.7982,562.8921,6509.897,0.31340614,449.77988,401.28293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,West Virginia,West Virginia2002,54,24,0,0,0,0,0,AA-,22.0,Aa3,22.0,AA-,16.0,3034462000.0,2847201000.0,0.47445387,9130.22,10136.678,9409.434,-279.214,4653.619,922.346,7155.355,8077.701,0.116,1,2,2,1,0,24061,5.9,0.1617646,0.1531151,45032,0.0015183,1804146,74.93,986.477,2135.874,2495.321,311.241,1.0,0,1,2,0,0,0,100,34,0,1.05,3034.0,3034.0,883652,732605,710134,150420,21359,10103,118958,9409.434,986.477,2135.874,2495.321,311.241,9879.905,1035.8008,2242.6677,2620.087,326.80304,25264.049,3186185000.0,2989560800.0,47283.598,8077.701,7155.35498046875,8481.586,7513.1226,547.62225,57.412247,124.306335,145.22588,18.114002,1400.3329,176603500.0,2620.8298,1183.8843,559.9879,6593.5903,0.39106578,470.1164,416.4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,West Virginia,West Virginia2003,54,25,0,0,0,0,0,AA-,22.0,Aa3,22.0,AA-,16.0,3301375000.0,2911279000.0,0.47445387,9766.19,,10003.73,-237.54,,,,,0.125,1,2,2,1,0,24313,6.0,0.1598659,0.1532566,46452,0.002502,1808660,75.12,961.586,2230.629,2759.464,337.295,1.0,0,1,2,0,0,0,100,34,0,1.03,3301.0,3301.0,878062,728107,704194,150825,22020,10034,118771,10003.73,961.586,2230.629,2759.464,337.295,10303.842,990.43353,2297.5476,2842.248,347.41385,25042.389,3400416300.0,2998617300.0,47845.56,8084.7545,6970.594482421875,8327.297,7179.712,569.69476,54.760624,127.03038,157.14662,19.208355,1384.5824,188007490.0,2645.3594,1217.476,554.7753,6566.7954,0.41145602,460.4125,396.96304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
