X,duration,cblame_1,tblame_1,mc,lc_c,direct_c,lt_c,lc_t,direct_t,lt_t,sex,age,race,income,worry,twitter,party,lean,ideology,state,ch,covid,virus,list,blame,direct,ict.c,ict.t,ict,Y.c,Y.t,ido,ido1,inc,wor,social,ID,Item,ch1,male,female,young,midage,old,white,blk,his,asian,other,hwor,lwor,hsocial,lsocial,Dem,Rep,Ind,lib,con,mod,low,med,high,mcr,group
731,110,NA,80,Chinese Virus,NA,NA,NA,2,0,NA,0,32,White,"Less than $25,000",Somewhat worried,About half the time,Democrat,,Liberal,Massachusetts,1,NA,0,0,80,0,NA,2,2,NA,2,4,3,1,2,2,731,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,virus3
732,134,75,NA,COVID-19,2,0,NA,NA,NA,NA,1,20,White,"Less than $25,000",Not too worried,Sometimes,Independent,No opinion,Liberal,Alabama,0,0,NA,0,75,0,2,NA,2,2,NA,4,3,1,1,1,732,3-item,a,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,covid3
733,156,NA,10,Chinese Virus,NA,NA,NA,1,0,NA,0,58,White,"$100,000 to $149,999",Somewhat worried,Never,Independent,Republican,Moderate,Georgia,1,NA,0,0,10,0,NA,1,1,NA,1,3,2,6,2,0,733,3-item,b,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,virus3
734,195,NA,71,Chinese Virus,NA,NA,NA,1,0,NA,0,69,White,"Less than $25,000",Very worried,Always,Democrat,,Liberal,Florida,1,NA,0,0,71,0,NA,1,1,NA,1,4,3,1,3,4,734,3-item,b,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,virus3
735,62,83,NA,COVID-19,NA,NA,1,NA,NA,NA,0,29,White,"Less than $25,000",Very worried,About half the time,Democrat,,Very Liberal,Washington,0,1,NA,1,83,NA,1,NA,1,1,NA,5,3,1,3,2,735,4-item,a,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,covid4
736,226,64,NA,COVID-19,2,0,NA,NA,NA,NA,0,49,Black,"$50,000 to $74,999",Not too worried,About half the time,Democrat,,Liberal,California,0,0,NA,0,64,0,2,NA,2,2,NA,4,3,4,1,2,736,3-item,a,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,covid3
737,171,40,NA,COVID-19,NA,NA,1,NA,NA,NA,0,25,Hispanic,"$75,000 to $99,999",Not worried at all,Sometimes,Democrat,,Very Liberal,California,0,1,NA,1,40,NA,1,NA,1,1,NA,5,3,5,0,1,737,4-item,a,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,covid4
738,101,36,NA,COVID-19,NA,NA,2,NA,NA,NA,0,21,Black,"$25,000 to $34,999",Somewhat worried,Sometimes,Democrat,,Very Liberal,Rhode Island,0,1,NA,1,36,NA,2,NA,2,2,NA,5,3,2,2,1,738,4-item,a,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
739,136,NA,82,Chinese Virus,NA,NA,NA,NA,NA,2,0,27,White,"$50,000 to $74,999",Somewhat worried,Never,Democrat,,Liberal,North Carolina,1,NA,1,1,82,NA,NA,2,2,NA,2,4,3,4,2,0,739,4-item,b,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus4
740,151,60,NA,COVID-19,2,0,NA,NA,NA,NA,1,33,White,"Less than $25,000",Very worried,Never,Independent,Republican,Moderate,New Mexico,0,0,NA,0,60,0,2,NA,2,2,NA,3,2,1,3,0,740,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,covid3
741,194,30,NA,COVID-19,NA,NA,1,NA,NA,NA,0,30,White,"$35,000 to $49,999",Somewhat worried,Sometimes,Republican,,Conservative,North Carolina,0,1,NA,1,30,NA,1,NA,1,1,NA,2,1,3,2,1,741,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,covid4
742,97,NA,70,Chinese Virus,NA,NA,NA,NA,NA,1,1,49,White,"$50,000 to $74,999",Somewhat worried,Sometimes,Democrat,,Liberal,California,1,NA,1,1,70,NA,NA,1,1,NA,1,4,3,4,2,1,742,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus4
743,146,73,NA,COVID-19,NA,NA,1,NA,NA,NA,0,87,White,"$75,000 to $99,999",Not too worried,Never,Democrat,,Very Liberal,Illinois,0,1,NA,1,73,NA,1,NA,1,1,NA,5,3,5,1,0,743,4-item,a,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,covid4
744,96,NA,21,COVID-19,NA,NA,NA,2,0,NA,1,43,White,"$75,000 to $99,999",Not worried at all,Sometimes,Independent,Republican,Conservative,Minnesota,1,NA,0,0,21,0,NA,2,2,NA,2,2,1,5,0,1,744,3-item,b,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,virus3
745,64,25,NA,COVID-19,NA,NA,2,NA,NA,NA,1,33,White,"$75,000 to $99,999",Very worried,Sometimes,Independent,Republican,Conservative,New York,0,1,NA,1,25,NA,2,NA,2,2,NA,2,1,5,3,1,745,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,covid4
746,66,NA,94,COVID-19,NA,NA,NA,3,1,NA,1,23,Hispanic,"$35,000 to $49,999",Very worried,Always,Independent,No opinion,Moderate,Louisiana,1,NA,0,0,94,1,NA,3,3,NA,4,3,2,3,3,4,746,3-item,b,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,virus3
747,163,80,NA,COVID-19,1,0,NA,NA,NA,NA,1,61,White,"$100,000 to $149,999",Somewhat worried,Most of the time,Democrat,,Very Liberal,Oregon,0,0,NA,0,80,0,1,NA,1,1,NA,5,3,6,2,3,747,3-item,a,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,covid3
748,94,100,NA,COVID-19,2,0,NA,NA,NA,NA,1,31,White,"$25,000 to $34,999",Somewhat worried,Never,Democrat,,Very Liberal,New Jersey,0,0,NA,0,100,0,2,NA,2,2,NA,5,3,2,2,0,748,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid3
749,333,NA,45,Chinese Virus,NA,NA,NA,2,1,NA,1,34,White,"$75,000 to $99,999",Somewhat worried,Sometimes,Democrat,,Very Liberal,Oregon,1,NA,0,0,45,1,NA,2,2,NA,3,5,3,5,2,1,749,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus3
750,137,NA,60,Chinese Virus,NA,NA,NA,NA,NA,1,1,35,White,"$75,000 to $99,999",Somewhat worried,Always,Independent,Democratic,Liberal,Massachusetts,1,NA,1,1,60,NA,NA,1,1,NA,1,4,3,5,2,4,750,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus4
751,147,NA,1,Chinese Virus,NA,NA,NA,1,0,NA,0,40,White,"$50,000 to $74,999",Somewhat worried,Most of the time,Republican,,Conservative,Arizona,1,NA,0,0,1,0,NA,1,1,NA,1,2,1,4,2,3,751,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,virus3
752,165,70,NA,COVID-19,NA,NA,1,NA,NA,NA,0,62,White,"$35,000 to $49,999",Very worried,Sometimes,Democrat,,Liberal,Arkansas,0,1,NA,1,70,NA,1,NA,1,1,NA,4,3,3,3,1,752,4-item,a,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
753,238,7,NA,COVID-19,1,0,NA,NA,NA,NA,1,53,White,"$100,000 to $149,999",Somewhat worried,Always,Republican,,Conservative,Massachusetts,0,0,NA,0,7,0,1,NA,1,1,NA,2,1,6,2,4,753,3-item,a,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,covid3
754,103,40,NA,COVID-19,1,0,NA,NA,NA,NA,1,31,White,"$50,000 to $74,999",Somewhat worried,Never,Republican,,Conservative,Arizona,0,0,NA,0,40,0,1,NA,1,1,NA,2,1,4,2,0,754,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,covid3
755,362,NA,10,Chinese Virus,NA,NA,NA,1,0,NA,0,50,White,"$35,000 to $49,999",Not too worried,Sometimes,Republican,,Conservative,Wisconsin,1,NA,0,0,10,0,NA,1,1,NA,1,2,1,3,1,1,755,3-item,b,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,virus3
756,127,8,NA,COVID-19,2,1,NA,NA,NA,NA,1,35,White,"$35,000 to $49,999",Not too worried,Sometimes,Republican,,Conservative,Illinois,0,0,NA,0,8,1,2,NA,2,3,NA,2,1,3,1,1,756,3-item,a,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,covid3
757,252,NA,80,Chinese Virus,NA,NA,NA,NA,NA,2,0,45,White,"Less than $25,000",Very worried,Sometimes,Democrat,,Very Liberal,West Virginia,1,NA,1,1,80,NA,NA,2,2,NA,2,5,3,1,3,1,757,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,virus4
758,302,NA,50,COVID-19,NA,NA,NA,1,0,NA,0,28,White,"Less than $25,000",Not too worried,Most of the time,Independent,Democratic,Very Liberal,Tennessee,1,NA,0,0,50,0,NA,1,1,NA,1,5,3,1,1,3,758,3-item,b,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,virus3
759,163,55,NA,COVID-19,NA,NA,2,NA,NA,NA,1,34,White,"$100,000 to $149,999",Somewhat worried,Never,Independent,Republican,Moderate,New Jersey,0,1,NA,1,55,NA,2,NA,2,2,NA,3,2,6,2,0,759,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,covid4
760,74,38,NA,COVID-19,2,0,NA,NA,NA,NA,0,42,White,"$75,000 to $99,999",Somewhat worried,Sometimes,Democrat,,Liberal,Georgia,0,0,NA,0,38,0,2,NA,2,2,NA,4,3,5,2,1,760,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid3
761,94,NA,100,Chinese Virus,NA,NA,NA,NA,NA,2,1,41,Asian,"$75,000 to $99,999",Very worried,Sometimes,Democrat,,Very Liberal,California,1,NA,1,1,100,NA,NA,2,2,NA,2,5,3,5,3,1,761,4-item,b,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus4
762,241,NA,86,Chinese Virus,NA,NA,NA,2,0,NA,0,20,Black,"Less than $25,000",Somewhat worried,Most of the time,Democrat,,Liberal,California,1,NA,0,0,86,0,NA,2,2,NA,2,4,3,1,2,3,762,3-item,b,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,virus3
763,251,NA,30,Chinese Virus,NA,NA,NA,1,0,NA,0,39,Hispanic,"$50,000 to $74,999",Very worried,Always,Democrat,,Very Liberal,Florida,1,NA,0,0,30,0,NA,1,1,NA,1,5,3,4,3,4,763,3-item,b,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus3
764,268,75,NA,COVID-19,2,1,NA,NA,NA,NA,0,38,Black,"$35,000 to $49,999",Somewhat worried,Sometimes,Independent,No opinion,No opinion,North Carolina,0,0,NA,0,75,1,2,NA,2,3,NA,3,4,3,2,1,764,3-item,a,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,covid3
765,194,86,NA,COVID-19,NA,NA,1,NA,NA,NA,0,45,White,"$75,000 to $99,999",Very worried,Most of the time,Democrat,,Liberal,Florida,0,1,NA,1,86,NA,1,NA,1,1,NA,4,3,5,3,3,765,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,covid4
766,335,NA,50,Chinese Virus,NA,NA,NA,0,0,NA,0,27,Hispanic,"$25,000 to $34,999",Not too worried,Never,Democrat,,Liberal,Texas,1,NA,0,0,50,0,NA,0,0,NA,0,4,3,2,1,0,766,3-item,b,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,virus3
767,133,30,NA,COVID-19,1,0,NA,NA,NA,NA,1,34,White,"$75,000 to $99,999",Very worried,Never,Democrat,,Liberal,New York,0,0,NA,0,30,0,1,NA,1,1,NA,4,3,5,3,0,767,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid3
768,100,NA,100,Chinese Virus,NA,NA,NA,NA,NA,2,0,22,Asian,"$100,000 to $149,999",Somewhat worried,Always,Democrat,,Very Liberal,California,1,NA,1,1,100,NA,NA,2,2,NA,2,5,3,6,2,4,768,4-item,b,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus4
769,109,NA,50,Chinese Virus,NA,NA,NA,NA,NA,1,1,42,White,"Less than $25,000",Somewhat worried,Most of the time,Independent,No opinion,Moderate,Georgia,1,NA,1,1,50,NA,NA,1,1,NA,1,3,2,1,2,3,769,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,virus4
770,259,68,NA,COVID-19,NA,NA,1,NA,NA,NA,1,24,Other,"$35,000 to $49,999",Somewhat worried,Sometimes,Democrat,,Liberal,Washington,0,1,NA,1,68,NA,1,NA,1,1,NA,4,3,3,2,1,770,4-item,a,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
771,78,43,NA,COVID-19,NA,NA,2,NA,NA,NA,1,37,White,"$50,000 to $74,999",Very worried,Always,Democrat,,Liberal,Illinois,0,1,NA,1,43,NA,2,NA,2,2,NA,4,3,4,3,4,771,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
772,214,30,NA,COVID-19,NA,NA,2,NA,NA,NA,0,29,Black,"$75,000 to $99,999",Somewhat worried,Never,Democrat,,Liberal,New Jersey,0,1,NA,1,30,NA,2,NA,2,2,NA,4,3,5,2,0,772,4-item,a,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid4
773,121,NA,72,COVID-19,NA,NA,NA,NA,NA,3,0,26,White,"$25,000 to $34,999",Very worried,Sometimes,Democrat,,Very Liberal,California,1,NA,1,1,72,NA,NA,3,3,NA,3,5,3,2,3,1,773,4-item,b,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,virus4
774,298,65,NA,COVID-19,NA,NA,1,NA,NA,NA,0,40,White,"$50,000 to $74,999",Very worried,Sometimes,Democrat,,Liberal,California,0,1,NA,1,65,NA,1,NA,1,1,NA,4,3,4,3,1,774,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
775,231,40,NA,COVID-19,NA,NA,1,NA,NA,NA,1,41,Hispanic,"$50,000 to $74,999",Not too worried,Sometimes,Independent,Republican,Moderate,Texas,0,1,NA,1,40,NA,1,NA,1,1,NA,3,2,4,1,1,775,4-item,a,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,covid4
776,106,75,NA,COVID-19,NA,NA,1,NA,NA,NA,0,32,White,"Less than $25,000",Somewhat worried,Always,Democrat,,Very Liberal,California,0,1,NA,1,75,NA,1,NA,1,1,NA,5,3,1,2,4,776,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,covid4
777,532,61,NA,COVID-19,NA,NA,2,NA,NA,NA,0,26,Asian,"$35,000 to $49,999",Very worried,Most of the time,Independent,No opinion,Liberal,Oklahoma,0,1,NA,1,61,NA,2,NA,2,2,NA,4,3,3,3,3,777,4-item,a,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,covid4
778,174,71,NA,COVID-19,NA,NA,1,NA,NA,NA,1,26,White,"$50,000 to $74,999",Somewhat worried,Sometimes,Democrat,,Liberal,Minnesota,0,1,NA,1,71,NA,1,NA,1,1,NA,4,3,4,2,1,778,4-item,a,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
779,198,1,NA,COVID-19,NA,NA,2,NA,NA,NA,1,62,White,"Less than $25,000",Somewhat worried,Sometimes,Democrat,,Liberal,Iowa,0,1,NA,1,1,NA,2,NA,2,2,NA,4,3,1,2,1,779,4-item,a,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,covid4
780,325,50,NA,COVID-19,2,0,NA,NA,NA,NA,0,46,White,"$50,000 to $74,999",Somewhat worried,Most of the time,Democrat,,Liberal,Ohio,0,0,NA,0,50,0,2,NA,2,2,NA,4,3,4,2,3,780,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid3
781,109,66,NA,COVID-19,2,0,NA,NA,NA,NA,0,41,White,"$50,000 to $74,999",Very worried,About half the time,Democrat,,Liberal,Texas,0,0,NA,0,66,0,2,NA,2,2,NA,4,3,4,3,2,781,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid3
782,227,NA,60,Chinese Virus,NA,NA,NA,1,0,NA,1,45,White,"$50,000 to $74,999",Very worried,Sometimes,Republican,,Moderate,Massachusetts,1,NA,0,0,60,0,NA,1,1,NA,1,3,2,4,3,1,782,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,virus3
783,283,85,NA,COVID-19,NA,NA,2,NA,NA,NA,1,35,Other,"$25,000 to $34,999",Very worried,Always,Independent,No opinion,Moderate,California,0,1,NA,1,85,NA,2,NA,2,2,NA,3,2,2,3,4,783,4-item,a,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,covid4
784,144,NA,20,Chinese Virus,NA,NA,NA,NA,NA,2,0,29,White,"$35,000 to $49,999",Somewhat worried,Always,Independent,Democratic,Moderate,Ohio,1,NA,1,1,20,NA,NA,2,2,NA,2,3,2,3,2,4,784,4-item,b,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,virus4
785,167,82,NA,COVID-19,2,0,NA,NA,NA,NA,1,44,White,"$35,000 to $49,999",Very worried,Sometimes,Democrat,,Very Liberal,New Hampshire,0,0,NA,0,82,0,2,NA,2,2,NA,5,3,3,3,1,785,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid3
786,169,NA,57,Chinese Virus,NA,NA,NA,NA,NA,2,0,24,White,"$75,000 to $99,999",Very worried,Most of the time,Democrat,,Liberal,Nevada,1,NA,1,1,57,NA,NA,2,2,NA,2,4,3,5,3,3,786,4-item,b,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus4
787,126,NA,70,Chinese Virus,NA,NA,NA,1,0,NA,0,57,White,"$75,000 to $99,999",Somewhat worried,Most of the time,Democrat,,Moderate,Florida,1,NA,0,0,70,0,NA,1,1,NA,1,3,2,5,2,3,787,3-item,b,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,virus3
788,126,80,NA,COVID-19,NA,NA,1,NA,NA,NA,1,20,White,"$100,000 to $149,999",Somewhat worried,Sometimes,Democrat,,Liberal,New York,0,1,NA,1,80,NA,1,NA,1,1,NA,4,3,6,2,1,788,4-item,a,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid4
789,164,29,NA,COVID-19,NA,NA,1,NA,NA,NA,0,45,White,"$75,000 to $99,999",Somewhat worried,Sometimes,Independent,Democratic,Liberal,Texas,0,1,NA,1,29,NA,1,NA,1,1,NA,4,3,5,2,1,789,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid4
790,161,0,NA,COVID-19,NA,NA,0,NA,NA,NA,0,42,White,"Less than $25,000",Somewhat worried,Sometimes,Republican,,Conservative,South Carolina,0,1,NA,1,0,NA,0,NA,0,0,NA,2,1,1,2,1,790,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,covid4
791,117,0,NA,COVID-19,3,1,NA,NA,NA,NA,1,47,White,"$100,000 to $149,999",Somewhat worried,Always,Democrat,,Very Liberal,Florida,0,0,NA,0,0,1,3,NA,3,4,NA,5,3,6,2,4,791,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,covid3
792,142,NA,82,Chinese Virus,NA,NA,NA,NA,NA,2,0,42,Black,"Less than $25,000",Somewhat worried,Most of the time,Democrat,,Liberal,California,1,NA,1,1,82,NA,NA,2,2,NA,2,4,3,1,2,3,792,4-item,b,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,virus4
793,289,NA,82,Chinese Virus,NA,NA,NA,2,0,NA,0,33,White,"$25,000 to $34,999",Somewhat worried,Most of the time,Independent,No opinion,No opinion,Montana,1,NA,0,0,82,0,NA,2,2,NA,2,3,4,2,2,3,793,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,virus3
794,133,82,NA,COVID-19,2,1,NA,NA,NA,NA,0,24,White,"$25,000 to $34,999",Somewhat worried,Never,Democrat,,Liberal,New York,0,0,NA,0,82,1,2,NA,2,3,NA,4,3,2,2,0,794,3-item,a,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid3
795,139,26,NA,COVID-19,NA,NA,2,NA,NA,NA,0,42,White,"$100,000 to $149,999",Somewhat worried,Always,Republican,,Very conservative,Illinois,0,1,NA,1,26,NA,2,NA,2,2,NA,1,1,6,2,4,795,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,covid4
796,106,20,NA,COVID-19,1,1,NA,NA,NA,NA,0,24,White,"Less than $25,000",Somewhat worried,Most of the time,Republican,,Very conservative,Georgia,0,0,NA,0,20,1,1,NA,1,2,NA,1,1,1,2,3,796,3-item,a,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,covid3
797,157,NA,75,Chinese Virus,NA,NA,NA,NA,NA,1,0,43,White,"$100,000 to $149,999",Very worried,Most of the time,Democrat,,Liberal,Ohio,1,NA,1,1,75,NA,NA,1,1,NA,1,4,3,6,3,3,797,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus4
798,141,30,NA,COVID-19,2,0,NA,NA,NA,NA,1,28,White,"$100,000 to $149,999",Somewhat worried,Sometimes,Democrat,,Liberal,New York,0,0,NA,0,30,0,2,NA,2,2,NA,4,3,6,2,1,798,3-item,a,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid3
799,132,NA,2,Chinese Virus,NA,NA,NA,2,0,NA,1,32,Hispanic,"Less than $25,000",Somewhat worried,Always,Independent,Republican,Moderate,Oklahoma,1,NA,0,0,2,0,NA,2,2,NA,2,3,2,1,2,4,799,3-item,b,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,virus3
800,176,82,NA,COVID-19,2,0,NA,NA,NA,NA,0,42,Other,"$75,000 to $99,999",Somewhat worried,Never,Independent,No opinion,No opinion,California,0,0,NA,0,82,0,2,NA,2,2,NA,3,4,5,2,0,800,3-item,a,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,covid3
801,157,81,NA,COVID-19,2,0,NA,NA,NA,NA,0,57,White,"$100,000 to $149,999",Somewhat worried,About half the time,Democrat,,Very Liberal,New Hampshire,0,0,NA,0,81,0,2,NA,2,2,NA,5,3,6,2,2,801,3-item,a,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,covid3
802,147,80,NA,COVID-19,NA,NA,0,NA,NA,NA,1,70,White,"$35,000 to $49,999",Very worried,Always,Independent,No opinion,No opinion,Georgia,0,1,NA,1,80,NA,0,NA,0,0,NA,3,4,3,3,4,802,4-item,a,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,covid4
803,175,67,NA,COVID-19,NA,NA,3,NA,NA,NA,0,26,White,"$35,000 to $49,999",Somewhat worried,Always,Independent,No opinion,Moderate,Minnesota,0,1,NA,1,67,NA,3,NA,3,3,NA,3,2,3,2,4,803,4-item,a,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,covid4
804,135,NA,30,Chinese Virus,NA,NA,NA,2,0,NA,0,36,Asian,"$25,000 to $34,999",Very worried,Never,Democrat,,Very Liberal,California,1,NA,0,0,30,0,NA,2,2,NA,2,5,3,2,3,0,804,3-item,b,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus3
805,228,67,NA,COVID-19,1,1,NA,NA,NA,NA,0,65,White,"Less than $25,000",Very worried,Most of the time,Republican,,Moderate,Illinois,0,0,NA,0,67,1,1,NA,1,2,NA,3,2,1,3,3,805,3-item,a,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,covid3
806,238,NA,35,COVID-19,NA,NA,NA,NA,NA,2,1,68,White,"$50,000 to $74,999",Very worried,Never,Democrat,,Moderate,Nevada,1,NA,1,1,35,NA,NA,2,2,NA,2,3,2,4,3,0,806,4-item,b,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,virus4
807,287,NA,10,COVID-19,NA,NA,NA,1,0,NA,1,38,Black,"Less than $25,000",Very worried,Sometimes,Democrat,,Moderate,Missouri,1,NA,0,0,10,0,NA,1,1,NA,1,3,2,1,3,1,807,3-item,b,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,virus3
808,182,25,NA,COVID-19,0,0,NA,NA,NA,NA,0,32,White,"$100,000 to $149,999",Very worried,About half the time,Independent,No opinion,Moderate,Minnesota,0,0,NA,0,25,0,0,NA,0,0,NA,3,2,6,3,2,808,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,covid3
809,222,NA,85,Chinese Virus,NA,NA,NA,NA,NA,1,1,31,Hispanic,"$35,000 to $49,999",Very worried,Always,Democrat,,Liberal,California,1,NA,1,1,85,NA,NA,1,1,NA,1,4,3,3,3,4,809,4-item,b,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
